word,ipa_toned,clean_text,category,audio_path,duration
omugyezi,omuɟézi,bright,person,omugyezi.wav,0
omuhaasirizi,omuhaːsiɾízi,a person who asks for a blessing and passes it on to others,person,omuhaasirizi.wav,0
omuhago,omuhágo,kwashiorkor,person,omuhago.wav,0
omuhako,omuháko,etc from which milk is produced. omuhakwa servant,person,omuhako.wav,0
omuhambiiro,omuhamβíːɾo,scarcity,person,omuhambiiro.wav,0
omuhambo,omuhámβo,a general term for the medicine and charms that are used to get rid of spells,person,omuhambo.wav,0
omuhangaani,omuhaŋáːni,confort or courage,person,omuhangaani.wav,0
omuhangi,omuháŋi, one of the names of God the creator.  a person who has made or invented a particular thing. omuhangu omuhurikiza,person,omuhangi.wav,0
omuhangu,omuháŋu,expert,person,omuhangu.wav,0
omuhanguzi,omuhaŋúzi,the winner,person,omuhanguzi.wav,0
omuhangwa,omuháŋwa, a person who predicts what is likely to happen using his charms,person,omuhangwa.wav,0
omuhani,omuháni,counsellor,person,omuhani.wav,0
omuhanurankuba,omuhanuɾankúβa,a tall person whose height is about six feet or so much that this erson is able to touch the highest point where most people are not able to,person,omuhanurankuba.wav,0
omuhanuuzi,omuhanúːzi,someone who narrates a story in a chronological order,person,omuhanuuzi.wav,0
omuhanyo,omuháɲo,lassitude,person,omuhanyo.wav,0
omuharara,omuhaɾáɾa,a female goat that has not produced (after being weaned),person,omuharara.wav,0
omuhe,omúhe,a medical plant,person,omuhe.wav,0
omuheesi,omuhéːsi,black smith,person,omuheesi.wav,0
omuhehere,omuhehéɾe,a thick stick lit and used as a torch for lighting,person,omuhehere.wav,0
omuhenano,omuhenáno,provocation,person,omuhenano.wav,0
omuhengyeka,omuheŋyéka,to bend something on one's side,person,omuhengyeka.wav,0
omuhihiito,omuhihíːto,rumen,person,omuhihiito.wav,0
omuhiiha,omuhíːha,a long straw made out of a certain type of plant that is used for drinking local brew or porredge. omuhiire1 n. a certain type of medical plant. omuhiire2 n. one who blesses people. omuhimba1 n.  bulk,person,omuhiiha.wav,0
omuhimbuzi,omuhimβúzi,a magician,person,omuhimbuzi.wav,0
omuhindura,omuhindúɾa,a medicinal tree specie,person,omuhindura.wav,0
omuhinganzima,omuhiŋanzíma,rainbow,person,omuhinganzima.wav,0
omuhingi,omuhíŋi,agriculturist,person,omuhingi.wav,0
omuhingura,omuhiŋúɾa,a medicinal tree specie,person,omuhingura.wav,0
omuhino,omuhíno,erection,person,omuhino.wav,0
omuhito,omuhíto,milk cheese forming milk in a churn,person,omuhito.wav,0
omuhondano,omuhondáno,conflict,person,omuhondano.wav,0
omuhondeberero,omuhondeβeɾéɾo,a person who is weak,person,omuhondeberero.wav,0
omuhondo,omuhóndo,colostrum,person,omuhondo.wav,0
omuhonezi,omuhonézi,a person who buys salt in large quantities after travelling a long distance,person,omuhonezi.wav,0
omuhongi,omuhóŋi,someone who offers sacrifices,person,omuhongi.wav,0
omuhongorozo,omuhoŋoɾózo,a blocking bar at an entrance,person,omuhongorozo.wav,0
omuhongyera,omuhoŋyéɾa,a tree with a grayish furrowed stem and purple fruit,person,omuhongyera.wav,0
omuhongyerezi,omuhoŋyeɾézi,or spirit. omuhongyerezo2 n. plead,person,omuhongyerezi.wav,0
omuhoogo,omuhóːgo,cattle song,person,omuhoogo.wav,0
omuhooza,omuhóːza,tax collector,person,omuhooza.wav,0
omuhoozi,omuhóːzi,vengeance person,person,omuhoozi.wav,0
omuhoro,omuhóɾo,machette,person,omuhoro.wav,0
omuhorokomba,omuhoɾokómβa,a stalk that holds banana clusters,person,omuhorokomba.wav,0
omuhorongoro,omuhoɾoŋóɾo,animal disease,person,omuhorongoro.wav,0
omuhororo,omuhoɾóɾo,an ethnic group,person,omuhororo.wav,0
omuhotozi,omuhotózi,a person who likes causing trouble between other people,person,omuhotozi.wav,0
omuhova,omuhóva,earth warm,person,omuhova.wav,0
omuhuhe,omuhúhe,milk with no froth,person,omuhuhe.wav,0
omuhunda,omuhúnda,ferrule,person,omuhunda.wav,0
omuhunguzi,omuhuŋúzi,money or title when that person dies,person,omuhunguzi.wav,0
omuhungye,omuhúŋye,a type of tree used for making charcoal.  clear water,person,omuhungye.wav,0
omuhurikiza,omuhuɾikíza,listener,person,omuhurikiza.wav,0
omuhuruza,omuhuɾúza,someone who informs people of what is taking place or what has happened especially when it is tragic,person,omuhuruza.wav,0
omuhuta,omuhúta,long-tailed rat,person,omuhuta.wav,0
omuhuuku,omuhúːku,slave,person,omuhuuku.wav,0
omuhuumuza,omuhuːmúza,counsellor,person,omuhuumuza.wav,0
omuhuuni,omuhúːni,rascal,person,omuhuuni.wav,0
omuhuuru,omuhúːɾu,bachelor,person,omuhuuru.wav,0
omuhuuzi,omuhúːzi,thresher,person,omuhuuzi.wav,0
omuhwanshoni,omuhwanʃóni,naughty child,person,omuhwanshoni.wav,0
omuhwezi,omuhwézi,helper,person,omuhwezi.wav,0
omujaburo,omujaβúɾo,the portion you get before the final product,person,omujaburo.wav,0
omujanjabi,omujanjáβi,a person who is trained to take care for the sick,person,omujanjabi.wav,0
omujigaijo,omujigaíjo,first born,person,omujigaijo.wav,0
omujinya,omujíɲa,ambition,person,omujinya.wav,0
omujoogani,omujoːgáni,some one who is discrespectful,person,omujoogani.wav,0
omujuba,omujúβa,an aparatus for blowing air into or through something,person,omujuba.wav,0
omujubi,omujúβi,fisherman,person,omujubi.wav,0
omujugangoma,omujugaŋóma,tree,person,omujugangoma.wav,0
omujugantaara,omujugantáːɾa,tree,person,omujugantaara.wav,0
omujugujugu,omujugujúgu,animal or even people while fighting,person,omujugujugu.wav,0
omujuguto,omujugúto,a piece of stick,person,omujuguto.wav,0
omujugutsi,omujugútsi,a bellow blower. omujuma1 n. a wild plant with purple composite flower that is used as medicine for fever. omujuma2 n. seeds of cereals that have been removed from their hasks. omujumbi [omujumbi] n. morning rain,person,omujugutsi.wav,0
omujumbuzi,omujumβúzi,inventor,person,omujumbuzi.wav,0
omujumo,omujúmo,a plant variety that cures malaria,person,omujumo.wav,0
omujungu,omujúŋu,European,person,omujungu.wav,0
omujuni,omujúni,saviour,person,omujuni.wav,0
omujunju,omujúnju,an act of eating or using up things very fast,person,omujunju.wav,0
omujunwa,omujúnwa,born again christian,person,omujunwa.wav,0
omujurizi,omujuɾízi,witness,person,omujurizi.wav,0
omujuyango,omujuyáŋo,problematic things which are not fine,person,omujuyango.wav,0
omujwago,omujwágo,goon,person,omujwago.wav,0
omujwekyerwa,omujwecéɾwa,delegate,person,omujwekyerwa.wav,0
omujwengye,omujwéŋye,mane,person,omujwengye.wav,0
omujwiga,omujwíga,banana flower sheath,person,omujwiga.wav,0
omuka,omúka,home,person,omuka.wav,0
omukaafiire,omukaːfíːɾe,pagan,person,omukaafiire.wav,0
omukaamwana,omukaːmwána,daughter-in-law,person,omukaamwana.wav,0
omukaatara,omukaːtáɾa,a person who has a scaly scabby or hard skin caused by poor body hygiene,person,omukaatara.wav,0
omukago,omukágo,friendship,person,omukago.wav,0
omukaikuru,omukaikúɾu,old woman,person,omukaikuru.wav,0
omukama,omukáma, master,person,omukama.wav,0
omukami,omukámi,milk person,person,omukami.wav,0
omukamuure,omukamúːɾe,"pinneapples, etc",person,omukamuure.wav,0
omukandara,omukandáɾa,belt,person,omukandara.wav,0
omukangaine,omukaŋaíne,snake,person,omukangaine.wav,0
omukangambwa,omukaŋámβwa,a metalic case,person,omukangambwa.wav,0
omukanja,omukánja,a shrub with edible berries,person,omukanja.wav,0
omukankaburo,omukankaβúɾo,bunch of unripe young banana that has just flowered,person,omukankaburo.wav,0
omukaraata,omukaɾáːta,an old domestic animal that has lived for a very long time,person,omukaraata.wav,0
omukarabanda,omukaɾaβánda,shoes/sandles,person,omukarabanda.wav,0
omukarabaya,omukaɾaβáya,one of the plant species,person,omukarabaya.wav,0
omukarabyo,omukaɾáβyo,hard questions that are asked in an examination,person,omukarabyo.wav,0
omukarangye,omukaɾáŋye,the smell that comes from millet or soghum that is being fried,person,omukarangye.wav,0
omukaro,omukáɾo,dried meat,person,omukaro.wav,0
omukaru,omukáɾu,dry tea/ black tea,person,omukaru.wav,0
omukaso,omukáso,monitoring,person,omukaso.wav,0
omukaturiki,omukatuɾíki,a person who believes in the Catholic Church,person,omukaturiki.wav,0
omukazi,omukázi, woman,person,omukazi.wav,0
omukiika,omukíːka,a position or an area to the left orright of something,person,omukiika.wav,0
omukiiki,omukíːki,participant in the meeting,person,omukiiki.wav,0
omukiniikano,omukiniːkáno,etc. that sticks out at the back,person,omukiniikano.wav,0
omukobe,omukóβe,a tree specie,person,omukobe.wav,0
omukokoro,omukokóɾo,a person with debilitated and unhealing wound,person,omukokoro.wav,0
omukokwe,omukókwe,the back of a tree which is twisted to get fibres that are rope-like in size and are sometimes used to make mats,person,omukokwe.wav,0
omukokye,omukóce,a trench,person,omukokye.wav,0
omukomagi,omukomági,backcloth maker,person,omukomagi.wav,0
omukongorani,omukoŋoɾáni,a prickly shrub,person,omukongorani.wav,0
omukongozi,omukoŋózi,a lazy person,person,omukongozi.wav,0
omukono,omukóno,arm,person,omukono.wav,0
omukonwa,omukónwa,eunuch,person,omukonwa.wav,0
omukooto,omukóːto,half cooked or ripe,person,omukooto.wav,0
omukoraijo,omukoɾaíjo,a stick which is usually used to make traditional beds,person,omukoraijo.wav,0
omukorangani,omukoɾaŋáni,a person who makes or connects two parties into agreement,person,omukorangani.wav,0
omukoyo,omukóyo,soft soil found deep inside an anti-hill. omuku1 n. shoot,person,omukoyo.wav,0
omukujumbwe,omukujúmβwe,half cooked food,person,omukujumbwe.wav,0
omukukuni,omukukúni,small jumping insect without wings that feeds on blood of animals such as dogs,person,omukukuni.wav,0
omukukuuru,omukukúːɾu,a skin disease of hairly animals caused by a parasite,person,omukukuuru.wav,0
omukungashebeya,omukuŋaʃeβéya,a grass specie,person,omukungashebeya.wav,0
omukungu,omukúŋu,chief's assistant,person,omukungu.wav,0
omukunguru,omukuŋúɾu,ear wax,person,omukunguru.wav,0
omukunisirizo,omukunisiɾízo,shy,person,omukunisirizo.wav,0
omukununkirizo,omukununkiɾízo,an instance where one tends to reach for something that is out of their reach,person,omukununkirizo.wav,0
omukunyu,omukúɲu,muddy sediments in beer,person,omukunyu.wav,0
omukura,omukúɾa,a ditch,person,omukura.wav,0
omukuraijo,omukuɾaíjo,or yellowish brown flaking coating of iron oxide that is formed on iron or steel by oxidation especially in the presence of moisture. omukyebezi [omukyebezi] n,person,omukuraijo.wav,0
omukyeeka,omucéːka,mat,person,omukyeeka.wav,0
omukyeeno,omucéːno,curse,person,omukyeeno.wav,0
omukyeeri,omucéːɾi,rice,person,omukyeeri.wav,0
omukyekyezi,omucecézi,a night dancer,person,omukyekyezi.wav,0
omukyemuzi,omucemúzi,barber,person,omukyemuzi.wav,0
omukyene,omucéne,"clothes, etc. for his survival",person,omukyene.wav,0
omumaisho,omumaíʃo,ahead,person,omumaisho.wav,0
omumbya,omúmβya,a certain grass specie,person,omumbya.wav,0
omumiiki,omumíːki,visitor,person,omumiiki.wav,0
omumuri,omumúɾi,usually has very bright flames when lit,person,omumuri.wav,0
omumuriki,omumuɾíki,to be known as the light of others,person,omumuriki.wav,0
omuna,omúna,a word used to describe many things,person,omuna.wav,0
omunaamuko,omunaːmúko,laziness,person,omunaamuko.wav,0
omunafu,omunáfu,lazy person,person,omunafu.wav,0
omunaga,omunága,a very strong thick strong made by twisting thinner strings together,person,omunaga.wav,0
omunagiro,omunagíɾo,worn especially in the past,person,omunagiro.wav,0
omunago,omunágo,to make quick money afte putting in a little effort,person,omunago.wav,0
omunaku,omunáku,clothing and others,person,omunaku.wav,0
omunanaasi,omunanáːsi,pineapple juice,person,omunanaasi.wav,0
omunekye,omunéce,sweet banana,person,omunekye.wav,0
omuniagiiro,omuniagíːɾo,knowledge in a bid to do something that is not so easy for you to accomplish,person,omuniagiiro.wav,0
omunigi,omunígi,killer,person,omunigi.wav,0
omunofa,omunófa,striated muscles,person,omunofa.wav,0
omunogoozi,omunogóːzi,potter,person,omunogoozi.wav,0
omuntu,omúntu,person,person,omuntu.wav,0
omunugano,omunugáno,dislike,person,omunugano.wav,0
omunugi,omunúgi,the person who dislikes,person,omunugi.wav,0
omununu,omunúnu,a herb with yellow flowers,person,omununu.wav,0
omunvuuri,omunvúːɾi,umbrella,person,omunvuuri.wav,0
omunwa,omúnwa,four short legs and a long tail. omunya3 n. a wound under the toe,person,omunwa.wav,0
omunyaadiini,omuɲaːdíːni,religious person,person,omunyaadiini.wav,0
omunyaafu,omuɲáːfu,whip,person,omunyaafu.wav,0
omunyaanyaatsi,omuɲaːɲáːtsi,slanderer,person,omunyaanyaatsi.wav,0
omunyabanyo,omuɲaβáɲo,insuficient food,person,omunyabanyo.wav,0
omunyabibi,omuɲaβíβi,sinner,person,omunyabibi.wav,0
omunyabiragiro,omuɲaβiɾagíɾo,lawyer,person,omunyabiragiro.wav,0
omunyabuzaare,omuɲaβuzáːɾe,a relative,person,omunyabuzaare.wav,0
omunyabwangu,omuɲaβwáŋu,a swift person,person,omunyabwangu.wav,0
omunyabwengye,omuɲaβwéŋye,wise person,person,omunyabwengye.wav,0
omunyabwoba,omuɲaβwóβa,cowards,person,omunyabwoba.wav,0
omunyaga,omuɲága,a term used to refer to part of the kraal that is swept by omuhiima(herdsman),person,omunyaga.wav,0
omunyagi,omuɲági,bad debtor,person,omunyagi.wav,0
omunyago,omuɲágo,raided things. abateso bakatwara omunyago gwabakaramoja. the Iteso took raided cattle for the Karamojong,person,omunyago.wav,0
omunyaitima,omuɲaitíma,a jealous person,person,omunyaitima.wav,0
omunyaju,omuɲáju,partly dried thing,person,omunyaju.wav,0
omunyakishuba,omuɲakiʃúβa,a lier,person,omunyakishuba.wav,0
omunyamahanga,omuɲamaháŋa,a stranger,person,omunyamahanga.wav,0
omunyamahwa,omuɲamáhwa,small leaves and grows in clay soils,person,omunyamahwa.wav,0
omunyamakuru,omuɲamakúɾu,radio or television,person,omunyamakuru.wav,0
omunyamanyo,omuɲamáɲo,conjurer,person,omunyamanyo.wav,0
omunyamaryo,omuɲamáɾyo,sturbon person,person,omunyamaryo.wav,0
omunyamukago,omuɲamukágo,friend,person,omunyamukago.wav,0
omunyamururu,omuɲamuɾúɾu,glutony,person,omunyamururu.wav,0
omunyamurwa,omuɲamúɾwa,chief catechist,person,omunyamurwa.wav,0
omunyamwaga,omuɲamwága,cruel person,person,omunyamwaga.wav,0
omunyamwoga,omuɲamwóga,professional person,person,omunyamwoga.wav,0
omunyana,omuɲána,bud,person,omunyana.wav,0
omunyanaama,omuɲanáːma,secretive person,person,omunyanaama.wav,0
omunyangara,omuɲaŋáɾa,premature bunch of matooke,person,omunyangara.wav,0
omunyangarara,omuɲaŋaɾáɾa,crack,person,omunyangarara.wav,0
omunyangararo,omuɲaŋaɾáɾo,suffering,person,omunyangararo.wav,0
omunyanjara,omuɲanjáɾa,hungry person,person,omunyanjara.wav,0
omunyankuzi,omuɲankúzi,con man,person,omunyankuzi.wav,0
omunyansi,omuɲánsi,indigenous person.. omunyanzigu omuramukazi 184,person,omunyansi.wav,0
omunyanzigu,omuɲanzígu,someone who likes revenging,person,omunyanzigu.wav,0
omunyarara,omuɲaɾáɾa,strip,person,omunyarara.wav,0
omunyarubwa,omuɲaɾúβwa,likes speaking a lot of funny things and likes teasing others,person,omunyarubwa.wav,0
omunyarugambo,omuɲaɾugámβo,a rumourmonger,person,omunyarugambo.wav,0
omunyarwango,omuɲaɾwáŋo,misanthropist,person,omunyarwango.wav,0
omunyeeto,omuɲéːto,youth,person,omunyeeto.wav,0
omunyeganyegye,omuɲegaɲéɟe,a swamp bush with pods,person,omunyeganyegye.wav,0
omunyegezi,omuɲegézi,pins and needles,person,omunyegezi.wav,0
omunyigimbo,omuɲigímβo,to walk slowly,person,omunyigimbo.wav,0
omunyiginya,omuɲigíɲa,prince,person,omunyiginya.wav,0
omunyiginya-kazi,omuɲigiɲa-kázi,princess,person,omunyiginya-kazi.wav,0
omunyigye,omuɲíɟe,smashed food especially bananas,person,omunyigye.wav,0
omunyimbanyimbo,omuɲimβaɲímβo,an elegant style of walking,person,omunyimbanyimbo.wav,0
omunyinya,omuɲíɲa,accacia tree,person,omunyinya.wav,0
omunyomwa,omuɲómwa,the doubted,person,omunyomwa.wav,0
omunyongororwa,omuɲoŋoɾóɾwa,earth warm,person,omunyongororwa.wav,0
omunyontore,omuɲontóɾe,a very tall thing or person,person,omunyontore.wav,0
omunyororo,omuɲoɾóɾo,door lock,person,omunyororo.wav,0
omunyugu,omuɲúgu,lame,person,omunyugu.wav,0
omunyurure,omuɲuɾúɾe,rabia minora,person,omunyurure.wav,0
omunyuuki,omuɲúːki,banana brewer,person,omunyuuki.wav,0
omunyuunyuutsi,omuɲuːɲúːtsi,exploiter,person,omunyuunyuutsi.wav,0
omunywengyerero,omuɲweŋyeɾéɾo,weight loss,person,omunywengyerero.wav,0
omunywero,omuɲwéɾo,a clay vessel with long neck that is used to drink something,person,omunywero.wav,0
omupakasi,omupakási,labourer,person,omupakasi.wav,0
omupatiko,omupatíko,a kind of behaviour characterised by too much familiality to less concerned parties,person,omupatiko.wav,0
omupiipo,omupíːpo,or kicking in games and sports. omupiira2 n. tyre,person,omupiipo.wav,0
omura,omúɾa,jigger,person,omura.wav,0
omuraazi,omuɾáːzi,the visitor who goes to a place and stays for a night or more,person,omuraazi.wav,0
omuragara,omuɾagáɾa,millet seeds that usually remain on the ground where millet fingers have been put for drying,person,omuragara.wav,0
omuragazo,omuɾagázo,a person or animal which is born first,person,omuragazo.wav,0
omuragwa,omuɾágwa,heir,person,omuragwa.wav,0
omurahuzi,omuɾahúzi,aggressive person,person,omurahuzi.wav,0
omuramagi,omuɾamági,pilgrim,person,omuramagi.wav,0
omurambuure,omuɾamβúːɾe,something very long,person,omurambuure.wav,0
omuramukazi,omuɾamukázi,A sister of one's husband. She has been fighting with her sister-in-law,person,omuramukazi.wav,0
omuramura,omuɾamúɾa,a tree specie whose wood is used for making huts for spirits,person,omuramura.wav,0
omuramuzi,omuɾamúzi,judge/magistrate,person,omuramuzi.wav,0
omurande,omuɾánde,passion fruits,person,omurande.wav,0
omurando,omuɾándo,creeping plant,person,omurando.wav,0
omuranguka,omuɾaŋúka,untimely death,person,omuranguka.wav,0
omuranguuzo,omuɾaŋúːzo,habit,person,omuranguuzo.wav,0
omurara,omuɾáɾa,a cow with mixed colours of brown and black and with black patches running from the head up to the tail and brown patches under the neck,person,omurara.wav,0
omuraramo,omuɾaɾámo,meningitis,person,omuraramo.wav,0
omurashi,omuɾáʃi,someone who shoots cows using an arrow to get blood from it. omurasho1 n. something done very quickly. omurasho2 n. a disease that is common in goats,person,omurashi.wav,0
omuravunga,omuɾavúŋa,a bit spongy and very bitter,person,omuravunga.wav,0
omuraza,omuɾáza,a person who cuts down trees for some reason,person,omuraza.wav,0
omureebuuzo,omuɾeːβúːzo,being curious,person,omureebuuzo.wav,0
omureegi,omuɾéːgi,cantor,person,omureegi.wav,0
omureeko,omuɾéːko,an instrument put around the iron thatched house to collect rain water falling off the house such that water is directed into one end to be collected from there,person,omureeko.wav,0
omureeterezi,omuɾeːteɾézi,song leader,person,omureeterezi.wav,0
omureetsa,omuɾéːtsa,name of a comet,person,omureetsa.wav,0
omureguzo,omuɾegúzo,measuring so many times for example you can measure a kilo of meat and someone tells you that it is not yet a kilo so you measure again to prove that really it is a kilo,person,omureguzo.wav,0
omurema-mpango,omuɾema-mpáŋo,A thick hard wood tree used to make milk pots,person,omurema-mpango.wav,0
omurema-njojo,omuɾema-njójo,a shrub used to make walking sticks,person,omurema-njojo.wav,0
omurembe,omuɾémβe,something with a cylindrical shape. He only grew pumpkins with a cylindrical shape,person,omurembe.wav,0
omurembeserezo,omuɾemβeseɾézo,a repeated act of making a baby to stop crying,person,omurembeserezo.wav,0
omuremi,omuɾémi,stretcher,person,omuremi.wav,0
omuremuuro,omuɾemúːɾo,dead tired,person,omuremuuro.wav,0
omurengi,omuɾéŋi,state of being calculative in some body's spending where one considers every quantity they are to give out,person,omurengi.wav,0
omurera-mikono,omuɾeɾa-mikóno,lazy personA person who is not willing to work or do anything that involves efforts,person,omurera-mikono.wav,0
omurezi,omuɾézi,baby sitter,person,omurezi.wav,0
omuribato,omuɾiβáto,moving up and down aimlessly in a crowd of people. omurigito1 n. sound made when it is threating rain. omurigito2 [omurigito] n. being jumpy and playful,person,omuribato.wav,0
omuriiti,omuɾíːti,lasso,person,omuriiti.wav,0
omuriituuro,omuɾiːtúːɾo,pressure or violence,person,omuriituuro.wav,0
omurimiro,omuɾimíɾo,post,person,omurimiro.wav,0
omurogi,omuɾógi,witch,person,omurogi.wav,0
omurokora,omuɾokóɾa,a kind of stick that has white spotsoften used for grazing,person,omurokora.wav,0
omuronko,omuɾónko,a small tree that is used for making bows,person,omuronko.wav,0
omurozo,omuɾózo,a small quantity of food or drink that omuruhuuzi omushinja 186,person,omurozo.wav,0
omuruhuuzi,omuɾuhúːzi,physical wellbeing or consolation to others,person,omuruhuuzi.wav,0
omurumuuzi,omuɾumúːzi,a person who cures poisonous bites e.g. snake bites. omurundi1 n. time count. She has gone there the second time. omurundi2 n. multiplication table. The cover of my exercise book has a multiplication table omurundi3 n. shin. He was playing football and he got his shin injured,person,omurumuuzi.wav,0
omurunga,omuɾúŋa,rope,person,omurunga.wav,0
omurungaanwa,omuɾuŋáːnwa,An Arab and Swahili trader,person,omurungaanwa.wav,0
omuruumo,omuɾúːmo,elephantiasis,person,omuruumo.wav,0
omuruura,omuɾúːɾa,alarm,person,omuruura.wav,0
omurwaire,omuɾwaíɾe,patient.a sick person. omurya1 n. the string of a zither. omurya2 n. new,person,omurwaire.wav,0
omurya-njoki,omuɾya-njóki,long sharp mouth that eats the fresh of other birds,person,omurya-njoki.wav,0
omuryoto,omuɾyóto,mud,person,omuryoto.wav,0
omusa,omúsa,tree,person,omusa.wav,0
omusaara,omusáːɾa,mat on which moslems dit while praying,person,omusaara.wav,0
omusanzire,omusanzíɾe,same sisters or two men who are having a relationship with one woman,person,omusanzire.wav,0
omuseeto,omuséːto,smooth or clear,person,omuseeto.wav,0
omuserebende,omuseɾeβénde,a brand new car,person,omuserebende.wav,0
omuseveni,omusevéni,a person who participated in the world war and belonged to the seventh African rifles,person,omuseveni.wav,0
omushaabo,omuʃáːβo,plant,person,omushaabo.wav,0
omushaara,omuʃáːɾa,salary,person,omushaara.wav,0
omushaayo,omuʃáːyo,soft ground formed of decaying plants,person,omushaayo.wav,0
omushabagariko,omuʃaβagaɾíko,The manner of doing something innefectively,person,omushabagariko.wav,0
omushako,omuʃáko,food bought from markets or worked for from other people as aresult of food shortage,person,omushako.wav,0
omushamaazi,omuʃamáːzi,surprise or thought,person,omushamaazi.wav,0
omushambi,omuʃámβi,a rough person,person,omushambi.wav,0
omushanana,omuʃanána,a Kinyarwanda traditional dress,person,omushanana.wav,0
omusharakanda,omuʃaɾakánda,a grass species,person,omusharakanda.wav,0
omusharara,omuʃaɾáɾa,swampy,person,omusharara.wav,0
omusharashare,omuʃaɾaʃáɾe,small scratches on an object,person,omusharashare.wav,0
omushatuzi,omuʃatúzi,wood chopper,person,omushatuzi.wav,0
omushazi,omuʃázi,mad person,person,omushazi.wav,0
omushebuko,omuʃeβúko,new growth,person,omushebuko.wav,0
omusheegu,omuʃéːgu,flute player,person,omusheegu.wav,0
omusheeshe,omuʃéːʃe,a tree species,person,omusheeshe.wav,0
omushega,omuʃéga,wolf,person,omushega.wav,0
omushekye,omuʃéce,dawn,person,omushekye.wav,0
omusheneneko,omuʃenenéko,liquid that is free from dirt and looks very clean,person,omusheneneko.wav,0
omushenguro,omuʃeŋúɾo,thump,person,omushenguro.wav,0
omusherebembe,omuʃeɾeβémβe,"movable eye lids and a rough, scaly or spiny skin",person,omusherebembe.wav,0
omushinja,omuʃínja,witness,person,omushinja.wav,0
omushinya,omuʃíɲa,a plant species used in making ropes,person,omushinya.wav,0
omushitamirizi,omuʃitamiɾízi,a person who outstays,person,omushitamirizi.wav,0
omushoberwa,omuʃoβéɾwa,"statements, etc",person,omushoberwa.wav,0
omushobo,omuʃóβo,reasonable or acceptable,person,omushobo.wav,0
omushoboorozi,omuʃoβoːɾózi,an authority,person,omushoboorozi.wav,0
omushoboyo,omuʃoβóyo,norms and day to day ways of living. omushobya2 n. plant species,person,omushoboyo.wav,0
omushoga,omuʃóga,castor oil beans,person,omushoga.wav,0
omushogoyo,omuʃogóyo,puberty or adolescence,person,omushogoyo.wav,0
omushohi,omuʃóhi,fisherman,person,omushohi.wav,0
omushohoro,omuʃohóɾo,first crops grown in a season,person,omushohoro.wav,0
omushojwa,omuʃójwa,spear grass,person,omushojwa.wav,0
omushokooro,omuʃokóːɾo,calcified tissue that forms a skeleton of most vertabrates and contains calicium,person,omushokooro.wav,0
omushomankuzi,omuʃomankúzi,swindler,person,omushomankuzi.wav,0
omushomesa,omuʃomésa,teacher,person,omushomesa.wav,0
omushomesa-kazi,omuʃomesa-kázi,mistress,person,omushomesa-kazi.wav,0
omushomo,omuʃómo,"ear, stomach, head etc. omushonga2 n. herb",person,omushomo.wav,0
omushongashongi,omuʃoŋaʃóŋi,a plant or herb whose leaves are eaten for great enjoyment,person,omushongashongi.wav,0
omushongi,omuʃóŋi,honey,person,omushongi.wav,0
omushongore,omuʃoŋóɾe,respect for others and known by people for that. omushono1 n. secret powers that people believe can make a strange thing that seem imposible to happen if one says or does special things. omushono2 n. (black magic) especially what makes something seem wonderfull,person,omushongore.wav,0
omushooro,omuʃóːɾo,young millet stalks,person,omushooro.wav,0
omushoro,omuʃóɾo,tax,person,omushoro.wav,0
omushoromerezi,omuʃoɾomeɾézi,vegetable picker,person,omushoromerezi.wav,0
omushoromi,omuʃoɾómi,picks crops especially coffee and tea,person,omushoromi.wav,0
omushoroorwa,omuʃoɾóːɾwa,lavae,person,omushoroorwa.wav,0
omushorooza,omuʃoɾóːza,"organisations, etc",person,omushorooza.wav,0
omushororongo,omuʃoɾoɾóŋo,"words, etc on a page",person,omushororongo.wav,0
omushozi,omuʃózi,mountain,person,omushozi.wav,0
omushubiro,omuʃuβíɾo,second born,person,omushubiro.wav,0
omushubyo,omuʃúβyo,Milk of the second milking,person,omushubyo.wav,0
omushugunguru,omuʃuguŋúɾu,propotianately small ears and a long narrow almost hairless tail that live in peoples houses especially in holes they make there and destroy peoples property and materials,person,omushugunguru.wav,0
omushukiso,omuʃukíso,"money, power than he really need and does not like to share with others",person,omushukiso.wav,0
omushumankuzi,omuʃumankúzi,corrupt person,person,omushumankuzi.wav,0
omushumba,omuʃúmβa, slave,person,omushumba.wav,0
omushumbakazi,omuʃumβakázi,a famale slave,person,omushumbakazi.wav,0
omushunguru,omuʃuŋúɾu,a grass specie,person,omushunguru.wav,0
omushunju,omuʃúnju,crest,person,omushunju.wav,0
omushununuko,omuʃununúko,to leave it to roll or pitch suddenly or erratically as a ship as it docks,person,omushununuko.wav,0
omushuraibiba,omuʃuɾaiβíβa,that makes a sharp sound at night and is common in Europe. caprimulgus poliocephalus,person,omushuraibiba.wav,0
omushure,omuʃúɾe,tail and destroys people's crops. omushurunguru [omushurunguru] n. a rat trap made of wooven glass,person,omushure.wav,0
omushuubuzi,omuʃuːβúzi,trader,person,omushuubuzi.wav,0
omushuuguugu,omuʃuːgúːgu,rowdy),person,omushuuguugu.wav,0
omushuuhuuki,omuʃuːhúːki,area or a region to settle into another,person,omushuuhuuki.wav,0
omushuura,omuʃúːɾa,a creeping plant that grows especially in vallies whose leaves are used as herbs to prevent stomachache and are very sour with a small creeping stem and leaves that are circular from and a small gap where the leaf stalk starts from,person,omushuura.wav,0
